Sale_ID,Manufacturer,Model,Body_Style,Fuel_Type,Transmission,Country_Origin,Price_Segment,Ex_Showroom_Price,Dealer_Location,Customer_Age_Group,Ownership_Type,Booking_Type,Discount_Offered (%),Insurance_Package,Marketing_Channel,Customer_Rating,Delivery_Delay_Days,Financing_Opted,Customer_Region,Date ,Age
SAL00783,MG,Comet EV,Hatchback,Electric,Manual,China,Mid,1151985,Jharkhand,36-45,Repeat Buyer,Offline,3.9,Standard,Dealership Visit,5,1,No,North,13-05-2024,41.0
SAL00784,MG,Comet EV,Pickup,Electric,Manual,China,Premium,2401689,Uttarakhand,26-35,Corporate,Offline,2.2,Premium,Dealership Visit,2,1,No,West,11-04-2024,31.0
SAL00785,Tata,Punch,Hatchback,Petrol,Manual,India,Entry,600083,Karnataka,18-25,Repeat Buyer,Online,6.4,Premium,Newspaper,1,3,No,South,15-07-2024,18.0
SAL00786,Toyota,Urban Cruiser,Hatchback,Diesel,Manual,Japan,Entry,438886,Uttar Pradesh,18-25,First-Time Buyer,Offline,3.3,Standard,Dealership Visit,2,4,Yes,Central,13-04-2024,24.0
SAL00787,Ford,Endeavour,Sedan,Petrol,Automatic,USA,Premium,2586480,Madhya Pradesh,26-35,First-Time Buyer,Online,5.0,Premium,TV Ads,2,2,Yes,West,10-02-2024,27.0
SAL00788,Lexus,UX300e,Hatchback,Electric,Automatic,Japan,Entry,487260,Assam,46-60,Repeat Buyer,Offline,3.1,Comprehensive,Online Ads,3,1,No,West,31-03-2024,47.0
SAL00789,Nissan,Kicks,Sedan,Petrol,Automatic,Japan,Premium,1654377,Himachal Pradesh,36-45,Repeat Buyer,Online,3.1,Premium,Dealership Visit,1,4,Yes,North,17-06-2024,42.0
SAL00790,Mercedes,C-Class,Sedan,Petrol,Automatic,Germany,Mid,946239,Uttar Pradesh,26-35,Corporate,Offline,2.2,Standard,Dealership Visit,1,5,Yes,Central,06-01-2024,29.0
SAL00791,Honda,Jazz,Pickup,Diesel,Automatic,Japan,Entry,404490,Assam,46-60,First-Time Buyer,Online,6.5,Comprehensive,Dealership Visit,1,2,Yes,South,01-07-2024,57.0
SAL00792,Hyundai,i20,MPV,CNG,Automatic,Korea,Mid,1327212,Gujarat,36-45,Repeat Buyer,Offline,5.2,Premium,Newspaper,2,1,Yes,East,31-05-2024,40.0
SAL00793,Jeep,Meridian,MPV,CNG,Manual,USA,Mid,1310211,Karnataka,46-60,First-Time Buyer,Online,2.8,Comprehensive,Online Ads,4,2,Yes,North,18-10-2024,49.0
SAL00794,Audi,Q7,Pickup,CNG,Manual,Germany,Premium,1607495,Jharkhand,46-60,First-Time Buyer,Offline,4.7,Comprehensive,Newspaper,2,1,Yes,West,18-05-2024,51.0
SAL00795,Tata,Harrier,Sedan,CNG,Automatic,India,Entry,570110,Jharkhand,36-45,First-Time Buyer,Online,6.6,Standard,Newspaper,5,1,No,Central,12-08-2024,43.0
SAL00796,Citroen,C3,SUV,Petrol,Manual,France,Entry,645167,Sikkim,60+,Repeat Buyer,Offline,5.0,Premium,Newspaper,3,0,Yes,East,19-08-2024,
SAL00797,Kia,Carens,MPV,Diesel,Manual,Korea,Entry,600150,Nagaland,46-60,First-Time Buyer,Offline,7.0,Comprehensive,TV Ads,1,2,Yes,West,19-03-2024,54.0
SAL00798,Mercedes,C-Class,MPV,Diesel,Automatic,Germany,Mid,1495708,Delhi,46-60,Repeat Buyer,Offline,4.3,Standard,Online Ads,5,2,No,Central,14-12-2024,49.0
SAL00799,Lexus,LX500d,Hatchback,Diesel,Automatic,Japan,Mid,914015,Jammu and Kashmir,18-25,Corporate,Offline,3.9,Standard,TV Ads,5,1,Yes,Central,23-04-2024,19.0
SAL00800,Volkswagen,Virtus,Pickup,CNG,Manual,Germany,Mid,1257512,Bihar,46-60,First-Time Buyer,Online,4.3,Comprehensive,TV Ads,4,2,No,East,28-07-2024,59.0
SAL00801,Hyundai,i20,Sedan,Electric,Manual,Korea,Entry,666729,Bihar,26-35,Repeat Buyer,Online,0.6,Comprehensive,Online Ads,1,2,Yes,West,05-11-2024,26.0
SAL00802,MG,Comet EV,Sedan,CNG,Automatic,China,Entry,508184,Arunachal Pradesh,36-45,First-Time Buyer,Online,4.5,Premium,TV Ads,2,4,Yes,East,10-11-2024,42.0
SAL00803,Skoda,Kushaq,Hatchback,CNG,Automatic,Germany,Luxury,4156109,Chhattisgarh,26-35,Repeat Buyer,Online,2.7,Comprehensive,Online Ads,1,2,Yes,South,05-10-2024,35.0
SAL00804,Honda,Amaze,Hatchback,Petrol,Manual,Japan,Premium,2318028,Punjab,26-35,First-Time Buyer,Online,7.0,Standard,Dealership Visit,3,6,No,North,18-01-2024,32.0
SAL00805,Renault,Captur,Pickup,CNG,Automatic,France,Entry,603110,Tripura,26-35,Repeat Buyer,Offline,6.8,Comprehensive,Newspaper,1,2,Yes,North,18-11-2024,26.0
SAL00806,Skoda,Slavia,MPV,CNG,Manual,Germany,Premium,1649561,Uttar Pradesh,18-25,First-Time Buyer,Offline,5.1,Comprehensive,TV Ads,5,0,No,South,22-02-2024,25.0
SAL00807,Citroen,C5 Aircross,Pickup,Petrol,Automatic,France,Mid,1305642,Mizoram,18-25,First-Time Buyer,Offline,6.5,Premium,Online Ads,5,1,Yes,West,10-05-2024,23.0
SAL00808,Renault,Kiger,SUV,Diesel,Automatic,France,Mid,855555,Rajasthan,36-45,Corporate,Offline,7.7,Standard,Social Media,2,3,Yes,East,10-01-2024,42.0
SAL00809,MG,ZS EV,Pickup,Petrol,Manual,China,Premium,2276741,Andhra Pradesh,18-25,First-Time Buyer,Offline,4.3,Premium,TV Ads,2,0,Yes,North,19-10-2024,20.0
SAL00810,MG,Gloster,Sedan,CNG,Automatic,China,Mid,992618,Telangana,18-25,Corporate,Offline,3.9,Premium,TV Ads,2,0,No,South,08-01-2024,19.0
SAL00811,Kia,Carnival,Sedan,Diesel,Manual,Korea,Luxury,6325063,Himachal Pradesh,26-35,Repeat Buyer,Offline,4.3,Standard,Online Ads,3,2,Yes,Central,17-01-2024,29.0
SAL00812,Ford,Endeavour,Sedan,Diesel,Automatic,USA,Entry,600531,Tamil Nadu,36-45,Repeat Buyer,Online,2.8,Standard,Social Media,1,1,Yes,North,08-04-2024,36.0
SAL00813,Citroen,C5 Aircross,Sedan,Electric,Manual,France,Premium,1691786,Delhi,26-35,Repeat Buyer,Online,5.6,Standard,Social Media,4,2,No,North,23-01-2024,35.0
SAL00814,Ford,EcoSport,Pickup,Petrol,Automatic,USA,Entry,444838,Tamil Nadu,46-60,Repeat Buyer,Online,4.7,Standard,Dealership Visit,1,3,Yes,South,27-03-2024,56.0
SAL00815,Kia,Carens,SUV,CNG,Automatic,Korea,Entry,685633,Haryana,36-45,Corporate,Offline,8.2,Standard,TV Ads,2,2,Yes,East,05-08-2024,44.0
SAL00816,Audi,Q3,Pickup,CNG,Manual,Germany,Mid,1419238,Odisha,36-45,First-Time Buyer,Offline,6.2,Standard,Newspaper,3,0,Yes,North,07-06-2024,45.0
SAL00817,Mahindra,XUV700,Pickup,Petrol,Manual,India,Mid,1101089,Delhi,26-35,Repeat Buyer,Online,3.6,Comprehensive,TV Ads,1,2,No,East,19-01-2024,32.0
SAL00818,Renault,Triber,Pickup,Electric,Manual,France,Mid,1404741,Telangana,60+,First-Time Buyer,Offline,6.3,Comprehensive,Newspaper,5,2,Yes,South,24-02-2024,
SAL00819,Audi,A4,Pickup,CNG,Automatic,Germany,Luxury,6227384,Telangana,26-35,Repeat Buyer,Offline,8.0,Standard,Newspaper,1,1,No,Central,27-12-2024,29.0
SAL00820,BMW,X5,Pickup,Electric,Manual,Germany,Mid,1150573,Meghalaya,60+,Repeat Buyer,Offline,5.6,Premium,Online Ads,5,0,Yes,North,21-12-2024,
SAL00821,Volkswagen,Taigun,SUV,Electric,Manual,Germany,Entry,595406,Madhya Pradesh,18-25,First-Time Buyer,Online,8.0,Comprehensive,TV Ads,1,1,Yes,East,21-01-2024,23.0
SAL00822,Skoda,Octavia,Sedan,Electric,Manual,Germany,Mid,749569,Rajasthan,26-35,Repeat Buyer,Offline,1.6,Standard,Online Ads,1,1,No,East,09-10-2024,32.0
SAL00823,Skoda,Slavia,Hatchback,Electric,Automatic,Germany,Mid,1273028,Uttar Pradesh,60+,First-Time Buyer,Offline,7.6,Standard,Dealership Visit,1,0,Yes,West,30-01-2024,
SAL00824,Toyota,Glanza,Hatchback,CNG,Automatic,Japan,Mid,1095357,Nagaland,46-60,First-Time Buyer,Online,4.3,Comprehensive,Newspaper,2,1,Yes,East,23-06-2024,56.0
SAL00825,BYD,E6,MPV,Electric,Automatic,China,Entry,504228,Odisha,36-45,Repeat Buyer,Offline,2.8,Premium,Social Media,5,4,Yes,East,21-02-2024,44.0
SAL00826,Honda,Jazz,MPV,CNG,Automatic,Japan,Entry,664247,Manipur,18-25,First-Time Buyer,Online,7.5,Premium,Newspaper,3,4,Yes,South,18-03-2024,20.0
SAL00827,Nissan,Magnite,SUV,Diesel,Manual,Japan,Mid,1071109,Tripura,26-35,First-Time Buyer,Online,3.9,Comprehensive,Dealership Visit,4,2,No,East,23-12-2024,34.0
SAL00828,Volkswagen,Tiguan,SUV,Electric,Manual,Germany,Entry,499107,Maharashtra,46-60,First-Time Buyer,Online,9.5,Standard,Newspaper,5,5,No,West,12-10-2024,56.0
SAL00829,Volkswagen,Taigun,MPV,Diesel,Automatic,Germany,Mid,1291126,Rajasthan,36-45,Corporate,Offline,3.1,Standard,Online Ads,2,1,Yes,Central,15-06-2024,43.0
SAL00830,Renault,Captur,Pickup,Petrol,Manual,France,Entry,481778,Odisha,18-25,First-Time Buyer,Online,6.9,Premium,TV Ads,5,3,No,West,15-06-2024,21.0
SAL00831,Mahindra,Bolero,Sedan,Electric,Manual,India,Mid,1076796,Maharashtra,26-35,Repeat Buyer,Offline,3.9,Standard,Social Media,3,3,Yes,Central,25-05-2024,32.0
SAL00832,BYD,Seal,Hatchback,Petrol,Automatic,China,Luxury,6238933,Telangana,36-45,Corporate,Offline,9.4,Premium,Online Ads,5,3,Yes,North,21-04-2024,45.0
SAL00833,Renault,Captur,Sedan,Petrol,Automatic,France,Mid,1185389,Uttarakhand,26-35,Repeat Buyer,Offline,4.3,Comprehensive,TV Ads,2,1,Yes,Central,31-01-2024,35.0
SAL00834,Toyota,Glanza,MPV,Diesel,Automatic,Japan,Premium,2453964,Rajasthan,18-25,First-Time Buyer,Offline,4.4,Standard,Social Media,2,0,No,Central,30-04-2024,18.0
SAL00835,Hyundai,Exter,MPV,CNG,Automatic,Korea,Mid,704121,Telangana,36-45,First-Time Buyer,Online,3.3,Comprehensive,Dealership Visit,4,3,Yes,West,07-04-2024,36.0
SAL00836,Skoda,Rapid,MPV,Diesel,Manual,Germany,Entry,462434,Meghalaya,18-25,First-Time Buyer,Offline,7.8,Standard,Newspaper,3,2,Yes,South,30-04-2024,25.0
SAL00837,Mercedes,C-Class,Sedan,Electric,Automatic,Germany,Mid,911983,Assam,26-35,First-Time Buyer,Offline,5.5,Comprehensive,Social Media,4,2,No,South,20-06-2024,34.0
SAL00838,Maruti,Fronx,Hatchback,CNG,Automatic,India,Mid,1146538,Kerala,36-45,Corporate,Offline,7.6,Standard,Dealership Visit,1,2,No,Central,02-06-2024,44.0
SAL00839,Audi,Q7,Pickup,CNG,Manual,Germany,Mid,958928,Meghalaya,26-35,Repeat Buyer,Offline,3.1,Comprehensive,TV Ads,2,3,No,West,02-09-2024,29.0
SAL00840,Lexus,LX500d,Sedan,CNG,Automatic,Japan,Premium,2377466,Jharkhand,36-45,First-Time Buyer,Online,7.3,Standard,Social Media,4,0,Yes,South,10-02-2024,37.0
SAL00841,Jeep,Wrangler,MPV,Electric,Automatic,USA,Premium,2543881,Goa,46-60,First-Time Buyer,Offline,4.6,Standard,Dealership Visit,2,2,No,South,30-05-2024,55.0
SAL00842,BYD,Atto 3,Pickup,Diesel,Manual,China,Mid,1100374,Maharashtra,26-35,Repeat Buyer,Online,8.1,Standard,TV Ads,2,2,Yes,West,28-01-2024,32.0
SAL00843,Tata,Harrier,SUV,Petrol,Manual,India,Entry,569451,Tripura,36-45,First-Time Buyer,Offline,8.2,Comprehensive,Online Ads,1,3,No,Central,23-05-2024,40.0
SAL00844,Mahindra,XUV300,Sedan,Electric,Automatic,India,Entry,582891,Rajasthan,18-25,First-Time Buyer,Online,5.4,Standard,Newspaper,2,2,Yes,North,18-05-2024,22.0
SAL00845,Renault,Kiger,Pickup,Electric,Automatic,France,Premium,2161352,Goa,26-35,First-Time Buyer,Offline,5.3,Standard,Dealership Visit,4,3,Yes,West,04-03-2024,33.0
SAL00846,Honda,City,Hatchback,Petrol,Automatic,Japan,Mid,909104,Bihar,26-35,First-Time Buyer,Offline,0.2,Standard,Online Ads,3,0,Yes,West,26-04-2024,26.0
SAL00847,BMW,M340i,Hatchback,Petrol,Manual,Germany,Entry,528076,Sikkim,46-60,Corporate,Offline,5.3,Standard,TV Ads,5,2,Yes,West,07-05-2024,53.0
SAL00848,Kia,Carnival,Pickup,Diesel,Manual,Korea,Mid,1341979,Tripura,36-45,Repeat Buyer,Offline,3.6,Standard,Social Media,4,3,Yes,Central,08-08-2024,41.0
SAL00849,Volkswagen,Tiguan,MPV,Electric,Automatic,Germany,Mid,1360245,Chhattisgarh,18-25,Corporate,Online,5.8,Premium,Newspaper,1,3,No,Central,18-04-2024,19.0
SAL00850,Kia,Carnival,SUV,CNG,Manual,Korea,Entry,610558,Karnataka,36-45,Corporate,Offline,6.5,Premium,TV Ads,5,1,No,West,09-06-2024,38.0
SAL00851,Jeep,Meridian,MPV,Diesel,Manual,USA,Entry,454396,Arunachal Pradesh,18-25,First-Time Buyer,Offline,2.1,Standard,Dealership Visit,2,2,No,South,17-03-2024,25.0
SAL00852,Ford,Endeavour,Hatchback,Petrol,Manual,USA,Mid,771355,Odisha,18-25,First-Time Buyer,Offline,6.7,Standard,Newspaper,4,1,Yes,North,02-09-2024,23.0
SAL00853,Tata,Altroz,MPV,Electric,Automatic,India,Premium,1627248,West Bengal,26-35,Corporate,Online,3.0,Premium,Online Ads,5,2,Yes,East,22-11-2024,29.0
SAL00854,Ford,Aspire,SUV,CNG,Automatic,USA,Premium,2561517,Delhi,18-25,First-Time Buyer,Offline,5.3,Comprehensive,Newspaper,4,2,No,West,30-09-2024,18.0
SAL00855,Mahindra,XUV700,Sedan,Electric,Automatic,India,Mid,1102078,Uttarakhand,46-60,First-Time Buyer,Online,4.2,Comprehensive,Online Ads,2,1,Yes,West,01-02-2024,59.0
SAL00856,Honda,WR-V,MPV,Petrol,Automatic,Japan,Mid,988842,Tamil Nadu,26-35,First-Time Buyer,Offline,7.6,Standard,TV Ads,4,0,Yes,Central,15-02-2024,30.0
SAL00857,Kia,Carens,SUV,Petrol,Automatic,Korea,Mid,955379,Bihar,26-35,First-Time Buyer,Offline,5.7,Comprehensive,Social Media,1,1,Yes,Central,30-11-2024,35.0
SAL00858,Jeep,Grand Cherokee,Sedan,CNG,Automatic,USA,Mid,1332116,Telangana,46-60,First-Time Buyer,Online,4.1,Premium,Newspaper,5,3,No,East,08-06-2024,56.0
SAL00859,Hyundai,i20,Hatchback,Petrol,Manual,Korea,Premium,2317151,Tamil Nadu,18-25,First-Time Buyer,Offline,5.2,Standard,Social Media,5,2,Yes,Central,15-03-2024,24.0
SAL00860,Renault,Kwid,MPV,Electric,Manual,France,Premium,2147003,Madhya Pradesh,18-25,Corporate,Online,7.6,Comprehensive,Social Media,5,3,Yes,Central,18-12-2024,23.0
SAL00861,Tata,Safari,MPV,Petrol,Manual,India,Premium,2480801,Telangana,18-25,Repeat Buyer,Online,4.7,Standard,Newspaper,4,0,No,South,05-12-2024,19.0
SAL00862,Maruti,Ertiga,Sedan,CNG,Automatic,India,Mid,1431195,Manipur,36-45,Corporate,Offline,6.0,Comprehensive,Newspaper,2,3,Yes,North,04-02-2024,37.0
SAL00863,Mercedes,GLA,SUV,CNG,Manual,Germany,Mid,1348520,Jharkhand,46-60,First-Time Buyer,Offline,7.8,Standard,Social Media,4,2,No,South,31-01-2024,51.0
SAL00864,Maruti,Dzire,Sedan,Diesel,Manual,India,Entry,564519,Arunachal Pradesh,26-35,Repeat Buyer,Offline,8.5,Premium,Dealership Visit,4,2,Yes,West,21-07-2024,30.0
SAL00865,Tata,Safari,Hatchback,Electric,Manual,India,Mid,727833,Goa,46-60,Repeat Buyer,Offline,4.5,Standard,Dealership Visit,5,0,Yes,South,13-06-2024,60.0
SAL00866,Maruti,Baleno,Pickup,Petrol,Manual,India,Mid,1070402,Bihar,26-35,First-Time Buyer,Offline,4.4,Comprehensive,Newspaper,2,0,Yes,East,03-04-2024,26.0
SAL00867,Volkswagen,Tiguan,Pickup,Diesel,Manual,Germany,Mid,1236357,Haryana,36-45,First-Time Buyer,Offline,4.0,Standard,Social Media,3,1,Yes,South,02-03-2024,45.0
SAL00868,Tata,Safari,Pickup,Petrol,Manual,India,Entry,574549,Delhi,26-35,First-Time Buyer,Offline,4.4,Comprehensive,Social Media,2,2,No,Central,24-12-2024,27.0
SAL00869,Audi,Q7,SUV,CNG,Automatic,Germany,Entry,523197,Jharkhand,26-35,First-Time Buyer,Online,4.2,Comprehensive,TV Ads,4,3,No,East,31-01-2024,27.0
SAL00870,Citroen,eC3,Pickup,Petrol,Automatic,France,Premium,2708772,Tripura,46-60,First-Time Buyer,Online,7.7,Standard,Social Media,1,2,No,East,07-04-2024,58.0
SAL00871,Tata,Nexon,Pickup,Diesel,Automatic,India,Premium,1862092,Maharashtra,36-45,Repeat Buyer,Offline,2.2,Comprehensive,Dealership Visit,2,0,No,West,01-03-2024,41.0
SAL00872,Jeep,Grand Cherokee,Sedan,Diesel,Automatic,USA,Mid,1288255,Uttarakhand,46-60,First-Time Buyer,Offline,2.4,Standard,TV Ads,5,2,Yes,West,21-04-2024,56.0
SAL00873,Volkswagen,Tiguan,Hatchback,Diesel,Automatic,Germany,Entry,411473,Kerala,36-45,First-Time Buyer,Offline,3.4,Standard,Dealership Visit,1,1,Yes,Central,26-12-2024,41.0
SAL00874,Lexus,ES300h,Pickup,CNG,Manual,Japan,Luxury,4789386,Punjab,26-35,First-Time Buyer,Offline,4.7,Standard,Online Ads,3,3,No,North,03-09-2024,29.0
SAL00875,Nissan,Sunny,SUV,CNG,Manual,Japan,Premium,1822211,West Bengal,26-35,Repeat Buyer,Offline,4.3,Comprehensive,Newspaper,3,1,Yes,East,01-01-2024,33.0
SAL00876,Lexus,NX350h,Hatchback,Petrol,Manual,Japan,Entry,599189,Karnataka,26-35,First-Time Buyer,Offline,7.5,Standard,Online Ads,1,4,Yes,Central,08-07-2024,31.0
SAL00877,BYD,Han EV,SUV,CNG,Manual,China,Entry,500689,Tripura,18-25,First-Time Buyer,Online,1.5,Premium,Newspaper,3,3,No,West,07-11-2024,21.0
SAL00878,BMW,M340i,Sedan,Electric,Automatic,Germany,Mid,921393,Maharashtra,60+,Corporate,Online,6.2,Comprehensive,Dealership Visit,1,2,No,West,17-06-2024,
SAL00879,Mercedes,GLE,MPV,Electric,Automatic,Germany,Entry,550057,Odisha,46-60,Corporate,Offline,5.5,Standard,Dealership Visit,4,1,Yes,North,11-07-2024,59.0
SAL00880,Nissan,Kicks,Sedan,Diesel,Automatic,Japan,Premium,1577347,Andhra Pradesh,36-45,Corporate,Offline,5.1,Comprehensive,Online Ads,1,0,No,East,03-02-2024,44.0
SAL00881,Jeep,Meridian,Sedan,Petrol,Manual,USA,Premium,2376742,Rajasthan,46-60,First-Time Buyer,Online,10.0,Premium,Newspaper,4,6,No,East,03-02-2024,56.0
SAL00882,Lexus,UX300e,Pickup,Petrol,Automatic,Japan,Mid,799534,Goa,26-35,Repeat Buyer,Offline,5.6,Standard,Newspaper,5,5,Yes,Central,18-11-2024,32.0
SAL00883,Renault,Kiger,Sedan,Petrol,Manual,France,Entry,584711,Andhra Pradesh,60+,Corporate,Offline,3.9,Comprehensive,TV Ads,5,1,No,North,21-02-2024,
SAL00884,Honda,City,Pickup,Diesel,Manual,Japan,Luxury,7879261,Maharashtra,18-25,Repeat Buyer,Online,3.2,Premium,Social Media,3,2,Yes,South,08-12-2024,23.0
SAL00885,Ford,EcoSport,Pickup,Electric,Automatic,USA,Mid,920103,Kerala,26-35,Repeat Buyer,Offline,10.5,Standard,TV Ads,1,3,No,Central,07-06-2024,33.0
SAL00886,BMW,X3,Hatchback,Electric,Manual,Germany,Premium,2856707,Delhi,26-35,Corporate,Offline,3.2,Premium,Dealership Visit,4,3,Yes,East,26-01-2024,26.0
SAL00887,Citroen,C3 Aircross,SUV,Petrol,Automatic,France,Mid,988845,Sikkim,36-45,First-Time Buyer,Offline,3.0,Standard,Online Ads,5,8,No,Central,14-05-2024,41.0
SAL00888,BMW,X5,Pickup,CNG,Manual,Germany,Mid,1348642,Bihar,18-25,First-Time Buyer,Offline,6.4,Premium,Newspaper,5,2,No,Central,01-01-2024,22.0
SAL00889,Lexus,NX350h,Sedan,Electric,Manual,Japan,Entry,403816,Manipur,46-60,Repeat Buyer,Offline,5.5,Premium,TV Ads,5,3,No,Central,06-12-2024,58.0
SAL00890,BYD,E6,Hatchback,Diesel,Manual,China,Premium,2948277,Chhattisgarh,36-45,Repeat Buyer,Offline,4.5,Premium,Online Ads,3,2,No,Central,07-05-2024,41.0
SAL00891,Renault,Triber,SUV,CNG,Manual,France,Mid,867144,Manipur,26-35,First-Time Buyer,Offline,6.3,Standard,Online Ads,5,1,Yes,East,01-12-2024,31.0
SAL00892,BYD,Seal,Pickup,Petrol,Automatic,China,Entry,401984,Karnataka,36-45,Repeat Buyer,Offline,6.8,Comprehensive,Social Media,2,2,No,North,05-08-2024,40.0
SAL00893,Tata,Harrier,SUV,CNG,Manual,India,Premium,2395981,Punjab,26-35,Repeat Buyer,Online,3.5,Standard,Newspaper,3,1,No,North,23-11-2024,28.0
SAL00894,Volkswagen,Vento,SUV,Petrol,Manual,Germany,Luxury,3992346,Meghalaya,26-35,First-Time Buyer,Online,6.5,Comprehensive,Online Ads,1,0,Yes,West,24-04-2024,33.0
SAL00895,BMW,X1,Pickup,Petrol,Automatic,Germany,Entry,513311,West Bengal,46-60,First-Time Buyer,Online,5.7,Standard,Newspaper,2,2,Yes,West,07-03-2024,56.0
SAL00896,BYD,Han EV,Sedan,Diesel,Automatic,China,Entry,644715,Nagaland,36-45,First-Time Buyer,Offline,6.3,Standard,TV Ads,3,4,Yes,South,22-02-2024,41.0
SAL00897,BMW,X5,Pickup,CNG,Manual,Germany,Premium,2235207,Tripura,18-25,Repeat Buyer,Offline,6.7,Premium,Online Ads,3,1,No,North,12-04-2024,22.0
SAL00898,Toyota,Fortuner,Pickup,CNG,Manual,Japan,Mid,704011,Goa,18-25,First-Time Buyer,Offline,5.4,Comprehensive,Online Ads,4,1,No,Central,23-05-2024,19.0
SAL00899,Toyota,Urban Cruiser,Sedan,Diesel,Automatic,Japan,Mid,1405514,Delhi,46-60,Corporate,Offline,8.5,Comprehensive,TV Ads,2,1,No,West,31-08-2024,53.0
SAL00900,Citroen,C3 Aircross,Sedan,CNG,Automatic,France,Entry,679731,Jammu and Kashmir,36-45,First-Time Buyer,Offline,5.1,Standard,Newspaper,2,6,Yes,Central,05-11-2024,42.0
SAL00901,Audi,A4,Sedan,Diesel,Manual,Germany,Luxury,7814337,Chhattisgarh,18-25,First-Time Buyer,Online,6.7,Premium,Newspaper,2,1,Yes,South,05-02-2024,21.0
SAL00902,BYD,Seal,Hatchback,CNG,Manual,China,Mid,1267392,Haryana,18-25,Repeat Buyer,Offline,5.3,Premium,Online Ads,5,1,No,North,16-11-2024,22.0
SAL00903,Renault,Kiger,Hatchback,Diesel,Manual,France,Entry,453312,West Bengal,26-35,First-Time Buyer,Online,2.1,Standard,TV Ads,5,1,No,East,31-07-2024,26.0
SAL00904,Skoda,Kushaq,MPV,Petrol,Automatic,Germany,Premium,2934736,Nagaland,26-35,Repeat Buyer,Online,-0.6,Comprehensive,Dealership Visit,1,3,Yes,South,13-11-2024,32.0
SAL00905,BMW,M340i,Pickup,Diesel,Automatic,Germany,Entry,412134,West Bengal,26-35,First-Time Buyer,Offline,8.7,Comprehensive,Newspaper,1,3,No,East,04-07-2024,30.0
SAL00906,BMW,M5 CS,Sedan,Diesel,Manual,Germany,Premium,2062495,Karnataka,26-35,First-Time Buyer,Offline,2.7,Comprehensive,Dealership Visit,1,5,Yes,North,24-07-2024,32.0
SAL00907,Honda,Jazz,Hatchback,Petrol,Manual,Japan,Mid,1212877,Himachal Pradesh,60+,Repeat Buyer,Offline,6.3,Comprehensive,Online Ads,5,2,Yes,East,30-12-2024,
SAL00908,BMW,X1,Pickup,Petrol,Automatic,Germany,Mid,1103207,Manipur,46-60,First-Time Buyer,Offline,4.7,Premium,Dealership Visit,4,1,No,North,04-08-2024,49.0
SAL00909,Mercedes,E-Class,SUV,CNG,Automatic,Germany,Entry,690900,Madhya Pradesh,36-45,Repeat Buyer,Offline,3.5,Comprehensive,Dealership Visit,1,2,No,Central,03-09-2024,36.0
SAL00910,Ford,EcoSport,SUV,Petrol,Manual,USA,Mid,707107,Karnataka,26-35,Repeat Buyer,Online,3.9,Premium,Newspaper,3,5,Yes,South,27-08-2024,29.0
SAL00911,Nissan,Micra,Sedan,CNG,Manual,Japan,Entry,599610,Tripura,26-35,Repeat Buyer,Offline,3.7,Standard,Online Ads,5,5,No,Central,15-03-2024,32.0
SAL00912,BYD,Han EV,Pickup,Diesel,Manual,China,Mid,754144,Gujarat,36-45,Repeat Buyer,Offline,5.2,Comprehensive,Dealership Visit,4,3,Yes,North,26-01-2024,40.0
SAL00913,Skoda,Kushaq,Hatchback,Electric,Manual,Germany,Entry,668392,West Bengal,36-45,First-Time Buyer,Offline,8.0,Standard,Newspaper,3,2,No,North,03-06-2024,36.0
SAL00914,Kia,EV6,SUV,Electric,Manual,Korea,Premium,2442637,Arunachal Pradesh,26-35,First-Time Buyer,Online,2.8,Comprehensive,Dealership Visit,3,6,Yes,Central,12-08-2024,29.0
SAL00915,Hyundai,Creta,SUV,Electric,Manual,Korea,Mid,1190570,Uttar Pradesh,26-35,Repeat Buyer,Offline,5.3,Premium,Newspaper,5,3,No,Central,15-04-2024,26.0
SAL00916,Ford,Figo,Hatchback,CNG,Automatic,USA,Premium,2649169,Maharashtra,18-25,First-Time Buyer,Online,1.2,Comprehensive,Online Ads,2,1,No,Central,04-10-2024,25.0
SAL00917,Audi,Q7,SUV,CNG,Automatic,Germany,Mid,862416,Goa,26-35,First-Time Buyer,Offline,6.6,Comprehensive,TV Ads,4,3,Yes,South,21-07-2024,32.0
SAL00918,Jeep,Compass,Hatchback,CNG,Automatic,USA,Mid,1292500,Mizoram,26-35,Repeat Buyer,Offline,3.2,Comprehensive,Newspaper,5,1,No,South,02-08-2024,34.0
SAL00919,Hyundai,Venue,SUV,Electric,Automatic,Korea,Mid,1143358,Uttarakhand,26-35,First-Time Buyer,Offline,4.7,Comprehensive,Newspaper,2,3,Yes,North,28-08-2024,34.0
SAL00920,Lexus,NX350h,Hatchback,Electric,Automatic,Japan,Entry,533452,Delhi,26-35,Repeat Buyer,Offline,4.2,Standard,Dealership Visit,5,1,Yes,West,22-04-2024,33.0
SAL00921,BMW,X1,Sedan,CNG,Manual,Germany,Entry,632529,Andhra Pradesh,46-60,First-Time Buyer,Online,3.1,Standard,Online Ads,5,4,No,Central,22-05-2024,52.0
SAL00922,Skoda,Octavia,SUV,Petrol,Manual,Germany,Entry,672409,Madhya Pradesh,26-35,First-Time Buyer,Offline,4.6,Standard,Social Media,3,1,No,East,16-03-2024,35.0
